"UID","SITE_ID","DATE_COL","VISIT_NO","SITESAMP","UNIQUE_ID","DSGN_CYCLE","AG_ECO3","AG_ECO9","EPA_REG","EVAL_CAT","FED_NONFED","FS_EW","HUC2_NM","LAT_DD83","LON_DD83","MAJ_BAS_NM","MIS_BAS_NM","MISS_BASIN","OWN_NARS","PSTL_CODE","STRAH_CAT","URBN_NRS18","USFS","WGT_TP","XCOORD","YCOORD","ACID_COND","ANC_COND","BEDSED_COND","BENT_MMI_COND","CYLSPER_DETECT","CYLSPER_EPA_COND","ENT_1X_STV_COND","FISH_MMI_COND","HG_COND","INSTRMCVR_COND","MICX_DETECT","MICX_EPA_COND","NTL_COND","OE_COND","PTL_COND","RIPDIST_COND","RIPVEG_COND","SAL_COND","SALINITY_CLASS","YEAR","PUBLICATION_DATE"
2012533,"NRS18_CA_10048","06/05/2018","1","Y","NRS_CA-11197","2018-19","WMTNS","WMT","Region_09","Target_Sampled","Federal","Not_USFS","California Region","33.2665971743894","-116.817662270924","California Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","CA","RiversOther","Non-Urban","Not_Forest_Service","227.916589971567","-1911424.75621935","-263537.078888473","Good","None","Poor","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","Not Assessed","Good","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","Moderate","Good","Fair","Freshwater",2018,2022-01-31
2012534,"NRS18_WI_10030","06/05/2018","1","Y","NRS_WI-10178","2018-19","PLNLOW","TPL","Region_05","Target_Sampled","Federal","Not_USFS","Upper Mississippi Region","42.9232894325836","-89.1037514958124","Upper Mississippi Region","Upper Mississippi Region","Mississippi_Basin","Non Federal","WI","SmallStreams","Non-Urban","Not_Forest_Service","1676.85558627266","559346.913474398","627650.149667559","Good","None","Fair","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Good","Not Assessed","Good","Not Detected","At or Below Benchmark","Poor","O/E<0.8","Poor","High","Poor","Good","Freshwater",2018,2022-01-31
2012535,"NRS18_SD_10038","06/05/2018","1","Y","NRS_SD-10452","2018-19","PLNLOW","NPL","Region_08","Target_Sampled","Federal","Not_USFS","Upper Missouri Region","44.1353623946871","-100.833744918696","Missouri Region","Upper Missouri Region","Mississippi_Basin","Non Federal","SD","RiversOther","Non-Urban","Not_Forest_Service","116.058666603458","-385356.813919822","752428.963968731","Good","None","Good","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","At or Below Benchmark","Good","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","High","Good","Poor","Slightly Saline",2018,2022-01-31
2012536,"NRS18_TX_10055","06/05/2018","1","Y","NRS_TX-10305","2018-19","PLNLOW","SPL","Region_06","Target_Sampled","Federal","Not_USFS","Texas Region","29.7336219381804","-96.6628150931704","Rio Grande-Texas-Gulf Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","TX","RiversMajor","Non-Urban","Not_Forest_Service","171.03522200672","-64089.5381540746","-866739.505729911","Good","None","Good","Fair","Detected","At or Below Benchmark","At or Below Benchmark","Poor","Above Benchmark","Good","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","Moderate","Good","Good","Freshwater",2018,2022-01-31
2012537,"NRS18_MI_10056","06/06/2018","1","Y","NRS_MI-10155","2018-19","PLNLOW","UMW","Region_05","Target_Sampled","Federal","Not_USFS","Great Lakes Region","42.7412908146471","-84.5496172440716","Great Lakes Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","MI","RiversOther","Urban","Not_Forest_Service","84.4025767015874","929740.09650769","643089.145309255","Good","None","Poor","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","Above Benchmark","Good","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","High","Good","Fair","Freshwater",2018,2022-01-31
2012538,"NRS18_PA_10021","06/06/2018","1","Y","NRS_PA-10080","2018-19","EHIGH","NAP","Region_03","Target_Sampled","Federal","Not_USFS","Mid-Atlantic Region","41.6558403138801","-76.7847034404827","Mid-Atlantic Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","PA","LargeStreams","Non-Urban","Not_Forest_Service","631.917426115696","1577754.00000004","625673.199999982","Good","None","Good","Good","Not Detected","At or Below Benchmark","Above Benchmark","Poor","At or Below Benchmark","Fair","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","High","Fair","Good","Freshwater",2018,2022-01-31
2012539,"NRS18_CA_10011","06/06/2018","1","Y","NRS_CA-10784","2018-19","WMTNS","XER","Region_09","Target_Sampled","Federal","Not_USFS","California Region","34.3567132243174","-119.019880773619","California Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","CA","SmallStreams","Non-Urban","Not_Forest_Service","364.759743084867","-2080635.69800004","-98699.8389999764","Good","None","Good","Fair","Not Detected","At or Below Benchmark","At or Below Benchmark","Not Assessed","Not Assessed","Good","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Good","Moderate","Good","Poor","Slightly Saline",2018,2022-01-31
2012540,"NRS18_GA_10001","06/06/2018","1","Y","NRS_GA-10050","2018-19","EHIGH","SAP","Region_04","Target_Sampled","Federal","Not_USFS","South Atlantic-West Region","34.0695465516065","-84.536348467738","South-Atlantic Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","GA","LargeStreams","Urban","Not_Forest_Service","959.678859299381","1047663.70600002","-320771.595999979","Good","None","Good","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","At or Below Benchmark","Good","Not Detected","At or Below Benchmark","Poor","O/E<0.8","Fair","High","Fair","Good","Freshwater",2018,2022-01-31
2012541,"NRS18_WV_10031","06/06/2018","1","Y","NRS_WV-10078","2018-19","EHIGH","SAP","Region_03","Target_Sampled","Federal","Not_USFS","Ohio Region","38.2759178788401","-80.8375481611895","Ohio-Tennessee Region","Ohio-Tennessee Region","Mississippi_Basin","Non Federal","WV","SmallStreams","Urban","Not_Forest_Service","2962.67988111139","1308348.30223874","191559.428385202","Good","None","Good","Poor","Not Detected","At or Below Benchmark","Above Benchmark","Good","Not Assessed","Good","Not Detected","At or Below Benchmark","Fair","O/E<0.8","Good","High","Fair","Good","Freshwater",2018,2022-01-31
2012542,"NRS18_TN_10006","06/06/2018","1","Y","NRS_TN-10059","2018-19","EHIGH","SAP","Region_04","Target_Sampled","Federal","Not_USFS","Tennessee Region","35.1040103129021","-85.3609045201188","Ohio-Tennessee Region","Ohio-Tennessee Region","Mississippi_Basin","Non Federal","TN","RiversMajor","Non-Urban","Not_Forest_Service","166.334151332597","959710.300000018","-214570.999999986","Good","None","Not Assessed","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","At or Below Benchmark","Good","Not Detected","At or Below Benchmark","Poor","OE<0.5","Poor","High","Good","Good","Freshwater",2018,2022-01-31
2012543,"NRS18_OH_10033","06/06/2018","1","Y","NRS_OH-10107","2018-19","PLNLOW","TPL","Region_05","Target_Sampled","Federal","Not_USFS","Great Lakes Region","41.1350848025066","-84.4312754244615","Great Lakes Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","OH","RiversOther","Non-Urban","Not_Forest_Service","114.281586641681","961120.973733534","465902.441119944","Good","None","Good","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Fair","At or Below Benchmark","Good","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","Moderate","Good","Good","Freshwater",2018,2022-01-31
2012544,"NRS18_IL_10054","06/06/2018","1","Y","NRS_IL-10081","2018-19","PLNLOW","TPL","Region_05","Target_Sampled","Federal","Not_USFS","Ohio Region","40.1622966469912","-88.0274364527371","Ohio-Tennessee Region","Ohio-Tennessee Region","Mississippi_Basin","Non Federal","IL","LargeStreams","Non-Urban","Not_Forest_Service","1253.66508360917","672344.500000016","326594.199999988","Good","None","Poor","Fair","Not Detected","At or Below Benchmark","At or Below Benchmark","Good","Not Assessed","Good","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Good","High","Poor","Good","Freshwater",2018,2022-01-31
2012545,"NRS18_LA_10002","06/06/2018","1","Y","NRS_LA-10079","2018-19","PLNLOW","CPL","Region_06","Target_Sampled","Federal","Not_USFS","Lower Mississippi Region","32.9748016720671","-92.0764394775122","Lower Mississippi Region","Lower Mississippi Region","Mississippi_Basin","Non Federal","LA","RiversMajor","Non-Urban","Not_Forest_Service","265.512919169527","364389.900000006","-498781.199999969","Good","None","Fair","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Not Assessed","Not Assessed","Good","Not Detected","At or Below Benchmark","Fair","O/E<0.8","Poor","Low","Fair","Good","Freshwater",2018,2022-01-31
2012546,"NRS18_TN_10026","06/06/2018","1","Y","NRS_TN-10145","2018-19","EHIGH","SAP","Region_04","Target_Sampled","Federal","Not_USFS","Tennessee Region","35.0988842519799","-85.35359134926","Ohio-Tennessee Region","Ohio-Tennessee Region","Mississippi_Basin","Non Federal","TN","RiversMajor","Non-Urban","Not_Forest_Service","166.334151332597","960431.354752722","-215067.115516205","Good","None","Not Assessed","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","At or Below Benchmark","Good","Detected","At or Below Benchmark","Poor","OE<0.5","Poor","High","Good","Good","Freshwater",2018,2022-01-31
2012547,"NRS18_NY_10010","06/06/2018","1","Y","NRS_NY-10081","2018-19","EHIGH","NAP","Region_02","Target_Sampled","Federal","Not_USFS","Ohio Region","42.2349250262574","-78.7727617231874","Ohio-Tennessee Region","Ohio-Tennessee Region","Mississippi_Basin","Non Federal","NY","SmallStreams","Non-Urban","Not_Forest_Service","1385.4931935767","1404734.00000004","658073.799999978","Good","None","Poor","Fair","Not Detected","At or Below Benchmark","Above Benchmark","Poor","Not Assessed","Poor","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","Moderate","Poor","Good","Freshwater",2018,2022-01-31
2012548,"NRS18_WV_10015","06/07/2018","1","Y","NRS_WV-10071","2018-19","EHIGH","SAP","Region_03","Target_Sampled","Federal","Not_USFS","Ohio Region","37.7409697567208","-81.5761975095315","Ohio-Tennessee Region","Ohio-Tennessee Region","Mississippi_Basin","Non Federal","WV","SmallStreams","Non-Urban","Not_Forest_Service","2962.67988111139","1254179.42434867","122366.961538115","Good","None","Good","Fair","Not Detected","At or Below Benchmark","Above Benchmark","Good","Not Assessed","Good","Not Detected","At or Below Benchmark","Fair","O/E>=0.9","Good","High","Poor","Fair","Freshwater",2018,2022-01-31
2012549,"NRS18_OH_10012","06/07/2018","1","Y","NRS_OH-10075","2018-19","PLNLOW","TPL","Region_05","Target_Sampled","Federal","Not_USFS","Great Lakes Region","41.2337976087358","-84.5905210998599","Great Lakes Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","OH","RiversMajor","Non-Urban","Not_Forest_Service","114.281586641681","946631.400000024","475274.899999981","Good","None","Good","Fair","Not Detected","At or Below Benchmark","Above Benchmark","Poor","At or Below Benchmark","Good","Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","Moderate","Good","Good","Freshwater",2018,2022-01-31
2012550,"NRS18_IL_10003","06/07/2018","1","Y","NRS_IL-10046","2018-19","PLNLOW","TPL","Region_05","Target_Sampled","Federal","Not_USFS","Upper Mississippi Region","39.5483253330948","-89.4336024366261","Upper Mississippi Region","Upper Mississippi Region","Mississippi_Basin","Non Federal","IL","SmallStreams","Non-Urban","Not_Forest_Service","6261.97356403255","558718.200000013","248887.999999988","Good","None","Poor","Poor","Not Detected","At or Below Benchmark","Above Benchmark","Not Assessed","At or Below Benchmark","Good","Not Detected","At or Below Benchmark","Poor","O/E<0.8","Fair","Moderate","Good","Good","Freshwater",2018,2022-01-31
2012551,"NRS18_LA_10010","06/06/2018","1","Y","NRS_LA-10192","2018-19","PLNLOW","CPL","Region_06","Target_Sampled","Federal","Not_USFS","Lower Mississippi Region","32.2700996037104","-90.9607380938859","Lower Mississippi Region","Lower Mississippi Region","Mississippi_Basin","Non Federal","LA","RiversMajor","Non-Urban","Not_Forest_Service","265.512919169527","472087.100000008","-572384.099999967","Good","None","Good","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Not Assessed","Not Assessed","Good","Not Detected","At or Below Benchmark","Poor","OE<0.5","Poor","Low","Good","Good","Freshwater",2018,2022-01-31
2012552,"NRS18_TN_10001","06/07/2018","1","Y","NRS_TN-10054","2018-19","EHIGH","SAP","Region_04","Target_Sampled","Federal","Not_USFS","Tennessee Region","35.3969639413152","-84.2765592735614","Ohio-Tennessee Region","Ohio-Tennessee Region","Mississippi_Basin","Non Federal","TN","LargeStreams","Non-Urban","Not_Forest_Service","946.544295762939","1053017.00000002","-170528.999999984","Good","None","Poor","Good","Not Detected","At or Below Benchmark","Above Benchmark","Fair","At or Below Benchmark","Good","Not Detected","At or Below Benchmark","Good","O/E>=0.9","Fair","Moderate","Fair","Good","Freshwater",2018,2022-01-31
2012553,"NRS18_IL_10001","06/08/2018","1","Y","NRS_IL-10036","2018-19","PLNLOW","TPL","Region_05","Target_Sampled","Federal","Not_USFS","Upper Mississippi Region","39.4104590040426","-89.1314044106457","Upper Mississippi Region","Upper Mississippi Region","Mississippi_Basin","Non Federal","IL","SmallStreams","Non-Urban","Not_Forest_Service","6261.97356403255","585503.400000014","235295.199999991","Good","None","Poor","Poor","Not Detected","At or Below Benchmark","Above Benchmark","Fair","Not Assessed","Good","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Good","High","Poor","Good","Freshwater",2018,2022-01-31
2012554,"NRS18_LA_10021","06/08/2018","1","Y","NRS_LA-10207","2018-19","PLNLOW","CPL","Region_06","Target_Sampled","Federal","Not_USFS","Arkansas-Red-White Region","32.6163205866772","-93.8319240620983","Arkansas-White-Red Region","Arkansas-White-Red Region","Mississippi_Basin","Non Federal","LA","RiversOther","Non-Urban","Not_Forest_Service","265.512919169527","202306.187869955","-543991.112138656","Good","None","Fair","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","At or Below Benchmark","Poor","Not Detected","At or Below Benchmark","Poor","OE<0.5","Poor","Low","Fair","Fair","Freshwater",2018,2022-01-31
2012555,"NRS18_LA_10013","06/10/2018","1","Y","NRS_LA-10191","2018-19","PLNLOW","CPL","Region_06","Target_Sampled","Federal","Not_USFS","Lower Mississippi Region","30.5777531906679","-91.5215902341539","Lower Mississippi Region","Lower Mississippi Region","Mississippi_Basin","Non Federal","LA","LargeStreams","Non-Urban","Not_Forest_Service","1505.12151283803","428459.600000007","-763159.299999959","Good","None","Fair","Poor","Not Detected","At or Below Benchmark","Above Benchmark","Fair","Not Assessed","Good","Not Detected","At or Below Benchmark","Poor","O/E<0.8","Poor","Moderate","Good","Good","Freshwater",2018,2022-01-31
2012556,"NRS18_MI_10381","06/11/2018","1","Y","NRS_MI-10165","2018-19","PLNLOW","TPL","Region_05","Target_Sampled","Federal","Not_USFS","Great Lakes Region","43.2970920061679","-83.8549190022215","Great Lakes Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","MI","LargeStreams","Non-Urban","Not_Forest_Service","610.626156077997","977936.14103034","711671.161715765","Good","None","Poor","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","Not Assessed","Good","Not Detected","At or Below Benchmark","Poor","OE<0.5","Good","High","Fair","Fair","Freshwater",2018,2022-01-31
2012557,"NRS18_CA_10035","06/11/2018","1","Y","NRS_CA-10934","2018-19","WMTNS","XER","Region_09","Target_Sampled","Federal","Not_USFS","California Region","37.5558766579209","-121.150474818805","California Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","CA","RiversMajor","Non-Urban","Not_Forest_Service","174.33114026823","-2175194.00000005","295785.800000003","Good","None","Fair","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Not Assessed","Not Assessed","Good","Not Detected","At or Below Benchmark","Poor","OE<0.5","Poor","Moderate","Good","Poor","Freshwater",2018,2022-01-31
2012558,"NRS18_TN_10009","06/11/2018","1","Y","NRS_TN-10105","2018-19","EHIGH","SAP","Region_04","Target_Sampled","Federal","Not_USFS","Tennessee Region","36.2653771560753","-82.3163071691099","Ohio-Tennessee Region","Ohio-Tennessee Region","Mississippi_Basin","Non Federal","TN","LargeStreams","Non-Urban","Not_Forest_Service","946.544295762939","1214007.00000002","-50775.3399999933","Good","None","Good","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Good","Not Assessed","Poor","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Fair","High","Poor","Good","Freshwater",2018,2022-01-31
2012559,"NRS18_LA_10001","06/10/2018","1","Y","NRS_LA-10091","2018-19","PLNLOW","CPL","Region_06","Target_Sampled","Federal","Not_USFS","Lower Mississippi Region","29.8973346456281","-90.6833366872894","Lower Mississippi Region","Lower Mississippi Region","Mississippi_Basin","Non Federal","LA","LargeStreams","Non-Urban","Not_Forest_Service","1505.12151283803","512804.400000007","-834454.899999949","Good","None","Good","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","At or Below Benchmark","Good","Not Detected","At or Below Benchmark","Poor","O/E<0.8","Poor","Low","Good","Good","Freshwater",2018,2022-01-31
2012560,"NRS18_KS_10126","06/11/2018","1","Y","NRS_KS-10275","2018-19","PLNLOW","SPL","Region_07","Target_Sampled","Federal","Not_USFS","Arkansas-Red-White Region","37.0872538075318","-99.2533109533738","Arkansas-White-Red Region","Arkansas-White-Red Region","Mississippi_Basin","Non Federal","KS","SmallStreams","Non-Urban","Not_Forest_Service","512.088153322222","-286423.090762107","-41350.102295896","Good","None","Fair","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","At or Below Benchmark","Poor","Not Detected","At or Below Benchmark","Fair","O/E<0.9","Poor","High","Poor","Good","Freshwater",2018,2022-01-31
2012561,"NRS18_IL_10013","06/11/2018","1","Y","NRS_IL-10077","2018-19","PLNLOW","TPL","Region_05","Target_Sampled","Federal","Not_USFS","Ohio Region","37.1619101695804","-88.7140811459701","Ohio-Tennessee Region","Ohio-Tennessee Region","Mississippi_Basin","Non Federal","IL","LargeStreams","Urban","Not_Forest_Service","1253.66508360917","640312.100000013","-13330.1199999982","Good","None","Fair","Poor","Not Detected","At or Below Benchmark","Above Benchmark","Good","Not Assessed","Good","Not Detected","At or Below Benchmark","Poor","O/E<0.9","Poor","Moderate","Good","Good","Freshwater",2018,2022-01-31
